CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,DONOR_AGE,IN_HOUSE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,PUBLISHED_PHONE,OVERLAY_SOURCE,MOR_HIT_RATE,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PER_CAPITA_INCOME,PCT_ATTRIBUTE1,PCT_ATTRIBUTE2,PCT_ATTRIBUTE3,PCT_ATTRIBUTE4,PEP_STAR,RECENT_STAR_STATUS,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_RESPONSE_PROP,RECENT_AVG_GIFT_AMT,RECENT_CARD_RESPONSE_PROP,RECENT_AVG_CARD_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LIFETIME_MAX_GIFT_AMT,LIFETIME_MIN_GIFT_AMT,LAST_GIFT_AMT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,FILE_AVG_GIFT,FILE_CARD_GIFT
00151260,29,21,0,S,1,14,U,M,3,0,P,0,,3397,663,91,18859,0,20,55,11,0,0,N,1,0.091,20,0.2,20,1,1,23,7,17,20,1,20,0,20,20,20,3,8,23,23,20,1
00151362,53,43,0,S,2,19,H,M,3,0,P,0,6,1896,430,82,14112,0,29,7,53,1,0,A,4,0.364,11,0.636,10.29,8,7,22,19,47,146,15,9.73,11,16,5,10,6,13,22,53,9.73,10
00151498,125,77,0,T,2,38,U,F,2,1,B,3,6,2229,288,25,13433,1,39,50,27,1,1,S,2,0.167,20,0.2,25,2,1,19,23,53,131,13,10.08,24,25,1,25,6,13,19,126,10.08,7
00151504,41,53,0,S,1,12,H,M,6,0,B,0,,2666,535,80,24745,6,33,57,16,0,0,A,1,0.176,12.33,0.375,12.33,3,3,24,11,27,37,3,12.33,5,15,10,15,4,9,24,34,12.33,3
00151725,41,70,0,U,2,05,H,F,4,1,B,48,6,1522,374,86,20172,0,48,20,50,1,0,A,3,0.263,9.4,0.444,9.25,5,4,18,15,36,56,7,8,7,10,3,10,6,13,18,45,8,5
00151816,29,54,0,U,4,10,H,F,4,0,B,3,,1034,281,49,6889,4,21,22,37,0,0,A,1,0.154,12.5,0,0,2,0,25,8,21,25,2,12.5,15,20,5,20,4,9,25,30,12.5,0
00151827,77,55,0,U,3,09,H,F,4,0,B,2,0,1063,215,13,8010,14,35,26,19,1,1,S,4,0.3,13.5,0.273,14.67,6,3,17,24,59,213,20,10.65,13,16,3,11,6,13,17,77,10.65,10
00151854,29,31,0,U,4,10,U,F,2,0,M,1,,1208,133,3,8314,16,30,26,40,0,0,A,1,0.154,20,0.167,20,2,1,15,10,24,40,2,20,0,20,20,20,5,11,15,29,20,1
00151871,77,47,0,S,2,20,U,F,4,0,P,0,7,1761,422,64,15842,5,36,41,29,1,1,S,2,0.143,20,0.2,25,3,2,19,22,58,177,20,8.85,22,25,3,25,6,13,19,68,8.85,8
00151995,65,74,0,S,1,11,H,F,3,0,B,0,7,1881,413,64,25215,3,36,25,61,0,0,A,1,0.095,29.5,0.182,29.5,2,2,25,20,48,114,5,22.8,22,32,10,32,6,13,25,57,22.8,4
00152027,113,57,0,S,1,11,U,M,,0,N,0,7,3252,579,72,29414,3,24,28,33,0,0,A,2,0.158,27.33,0.1,26,3,1,18,28,63,143,7,20.43,20,30,10,30,6,13,18,105,20.43,3
00152090,41,74,0,S,1,14,H,M,4,1,B,2,,2500,628,90,23825,0,37,40,32,0,0,A,2,0.2,11.25,0.333,11.67,4,3,17,14,33,50,5,10,10,15,5,15,6,14,17,36,10,4
00152156,89,55,0,S,3,21,U,F,2,0,P,0,1,1083,259,40,11976,8,37,28,26,1,0,A,3,0.158,5.67,0.111,5,3,1,17,21,56,86,14,6.14,5,10,5,5,5,12,17,81,6.14,5
00152160,101,,0,S,2,18,U,M,,0,N,0,5,1725,394,77,14032,1,34,31,30,1,1,S,2,0.105,20,0,0,2,0,15,25,62,213,12,17.75,6,21,15,19,6,13,15,93,17.75,7
00152198,41,66,0,C,2,26,H,M,4,1,M,1,,2609,632,91,18269,0,27,12,63,0,0,A,1,0.143,15,0.1,15,3,1,26,14,33,50,4,12.5,15,20,5,20,5,10,26,41,12.5,2
00152281,41,37,0,S,2,18,H,M,7,1,B,1,,2224,505,86,17347,0,29,44,32,0,0,A,1,0.063,25,0,0,1,0,26,12,30,30,2,15,20,25,5,25,5,10,26,44,15,1
00152301,101,,0,S,2,18,U,F,,0,N,0,,1748,445,88,18029,5,37,45,18,1,0,A,2,0.158,16.67,0.333,16.67,3,3,21,24,56,125,6,20.83,25,35,10,20,6,12,21,91,20.83,6
00152444,41,34,0,S,1,13,U,F,,0,N,0,9,5215,952,92,52512,2,32,17,50,1,0,A,4,0.368,10,0.5,10,7,5,16,16,37,80,9,8.89,5,10,5,10,6,13,16,45,8.89,6
00152533,17,28,0,T,2,39,U,F,3,0,B,4,,1344,257,5,9134,94,4,13,1,0,0,F,1,0.143,20,0,0,1,0,19,6,15,20,1,20,0,20,20,20,4,10,19,19,20,0
00152714,41,55,0,S,1,12,U,F,5,0,P,0,,2312,456,89,21372,1,31,45,14,0,0,A,1,0.095,15,0,0,2,0,17,15,34,40,4,10,20,25,5,25,6,13,17,38,10,0
00152822,41,31,0,S,2,17,H,F,6,0,P,0,,1714,411,44,18267,4,30,46,5,0,0,A,1,0.059,15,0.143,15,1,1,19,12,31,30,3,10,10,15,5,15,4,10,19,43,10,3
00153097,113,76,0,U,1,01,U,M,,0,N,0,3,4667,320,28,25824,0,23,25,70,0,0,A,1,0.136,18,0.091,18,3,1,18,28,72,172,12,14.33,15,18,3,18,6,13,18,102,14.33,4
00153116,41,,0,U,1,03,U,M,,0,N,0,5,2131,361,43,20218,5,30,22,30,1,3,A,1,0.188,10,0.286,7.5,3,2,20,13,33,35,4,8.75,10,15,5,15,5,11,20,45,8.75,3
00153373,41,36,0,U,2,06,H,F,4,0,B,0,5,1569,442,88,10482,19,32,56,8,0,0,A,1,0.053,20,0.111,20,1,1,21,15,36,50,3,16.67,10,20,10,20,6,12,21,44,16.67,2
00153404,29,50,0,U,2,05,H,M,4,1,B,2,,1596,325,78,14795,0,32,33,43,0,0,A,1,0.143,22.5,0.167,25,2,1,23,10,26,45,2,22.5,5,25,20,25,6,13,23,32,22.5,1
00153437,29,79,0,U,2,04,U,M,1,1,B,13,,1717,283,26,18138,5,33,32,16,0,0,N,2,0.25,20,0.5,20,2,2,16,8,18,40,2,20,0,20,20,20,6,12,16,23,20,2
00153500,65,,0,S,2,20,U,F,,0,N,0,5,1759,367,66,14799,1,36,45,27,0,0,A,1,0.1,15,0.111,15,2,1,24,18,43,52,5,10.4,10,15,5,15,6,12,24,57,10.4,3
00153710,17,,0,S,1,12,U,F,,0,N,0,,2417,303,16,18070,4,21,21,15,0,0,N,2,0.125,50,0,0,1,0,20,8,20,150,2,75,50,100,50,100,6,15,17,20,75,0
00153719,29,,0,S,2,18,H,F,6,1,B,3,,1866,364,57,16017,8,28,29,8,0,0,N,1,0.1,15,0.25,15,1,1,24,6,15,15,1,15,0,15,15,15,3,7,24,24,15,1
00153776,29,67,0,C,2,29,U,U,,0,N,0,,1211,192,84,16915,0,37,0,74,0,0,N,2,0.182,35,0.2,20,2,1,19,9,21,70,2,35,30,50,20,50,6,13,19,24,35,1
00153803,77,68,0,C,1,24,H,F,7,0,B,13,8,2465,546,66,24129,9,22,40,10,0,0,A,1,0.053,15,0,0,1,0,25,19,48,55,6,9.17,10,15,5,15,4,9,25,76,9.17,1
00154061,101,,0,?,?, .,U,M,,0,N,0,6,1175,272,82,12987,0,0,0,0,1,1,S,2,0.105,15,0.111,20,2,1,20,24,65,146,11,13.27,25,30,5,10,6,13,20,91,13.27,8
00154131,17,65,0,T,1,35,H,F,7,0,P,0,,1430,543,76,26716,0,28,8,47,0,0,F,1,0.2,20,0.5,20,1,1,17,6,14,20,1,20,0,20,20,20,5,11,17,17,20,1
00154151,41,,0,T,2,38,H,F,6,0,P,0,,847,113,21,5545,0,11,29,17,1,0,A,1,0.158,12,0.333,12,3,3,24,14,32,39,4,9.75,13,16,3,16,6,11,24,40,9.75,4
00154158,29,61,0,R,2,49,H,F,2,0,P,0,,838,163,43,6653,0,9,34,33,1,0,A,4,0.385,7,0.2,9,5,1,15,7,19,40,6,6.67,4,9,5,7,4,8,15,30,6.67,1
00154172,29,81,0,C,3,30,U,F,1,0,P,0,,909,245,22,9487,0,21,28,41,1,0,A,4,0.308,9,0.667,9,4,4,15,10,26,41,5,8.2,6,11,5,10,6,13,15,29,8.2,4
00154242,53,36,0,T,2,40,H,F,7,0,B,11,,864,404,86,13208,0,30,36,45,0,0,L,1,0.105,18,0.25,18,2,2,15,16,38,48,4,12,16,21,5,21,5,12,15,50,12,3
00154297,17,,0,T,2,40,U,M,1,1,P,0,,933,224,83,14946,0,30,34,36,0,0,N,2,0.25,22.5,0.5,22.5,2,2,17,8,19,45,2,22.5,5,25,20,25,6,13,17,21,22.5,2
00154464,125,,0,T,2,37,H,F,4,1,M,0,,991,362,56,16215,0,37,34,56,0,0,A,1,0.059,15,0,0,1,0,27,23,53,76,5,15.2,10,20,10,15,4,10,27,114,15.2,3
00154519,29,63,0,R,3,53,H,F,1,0,P,0,,632,177,81,10303,12,35,30,30,0,0,A,1,0.154,12.5,0,0,2,0,19,8,22,25,2,12.5,5,15,10,15,4,10,19,32,12.5,0
00154565,125,,0,T,3,41,U,U,,0,N,0,0,723,420,82,13712,8,44,18,23,1,0,A,1,0.063,17,0,0,1,0,18,23,60,83,9,9.22,12,17,5,17,4,11,18,125,9.22,4
00154576,29,,0,T,1,35,H,M,4,0,M,0,,1678,559,93,30456,4,44,51,38,0,0,A,1,0.111,25,0.25,25,2,2,23,12,29,50,2,25,0,25,25,25,6,13,23,32,25,2
00154618,41,65,0,T,2,39,H,M,2,1,B,5,,922,218,36,8961,7,31,12,35,1,0,A,4,0.25,9,0.333,8.33,5,3,20,14,35,70,8,8.75,5,10,5,10,6,12,20,37,8.75,4
00154745,65,55,0,T,2,40,H,M,7,0,P,0,3,996,309,78,14797,0,36,48,28,0,0,A,3,0.167,6.67,0.286,7.5,3,2,18,15,41,50,5,10,15,20,5,5,6,12,18,62,10,3
00154773,125,,0,U,4,10,U,F,,0,N,0,,746,192,54,7580,0,20,59,0,1,1,S,2,0.167,7.33,0.375,7.33,3,3,16,29,70,84,21,4,9,10,1,10,6,13,16,125,4,13
00154799,101,,0,R,2,44,U,M,,0,N,0,,1314,363,84,12406,1,37,38,30,0,0,A,2,0.111,27.5,0,0,2,0,17,17,56,105,6,17.5,29,30,1,30,5,12,17,97,17.5,1
00154805,17,34,0,U,3,08,H,U,5,0,B,3,,1306,365,84,12649,0,36,32,27,0,0,F,1,0.2,15,0.5,15,1,1,16,5,14,15,1,15,0,15,15,15,4,12,16,16,15,1
00154839,101,61,0,S,3,21,H,M,4,0,P,0,2,1164,294,47,9451,0,24,35,21,0,0,A,1,0.053,34,0,0,1,0,17,22,54,94,4,23.5,24,34,10,34,6,13,17,90,23.5,1
00154851,17,31,0,S,2,18,H,F,5,0,P,0,,1410,418,88,12012,1,15,34,14,0,0,F,1,0.2,23,0.5,23,1,1,17,6,16,23,1,23,0,23,23,23,5,13,17,17,23,1
00154935,41,54,0,T,2,40,H,F,4,1,B,6,,933,321,83,11642,1,27,24,33,0,0,A,1,0.1,22.5,0,0,2,0,18,15,37,50,3,16.67,20,25,5,25,6,15,18,44,16.67,0
00155223,17,75,0,C,1,24,H,M,3,0,P,0,,1805,479,83,24079,0,42,21,49,0,0,F,1,0.2,20,0.5,20,1,1,18,5,12,20,1,20,0,20,20,20,4,10,18,18,20,1
00155350,29,64,0,U,1,02,H,M,5,1,B,5,,1284,461,87,21358,2,55,35,35,1,0,A,4,0.5,5.86,0.571,6,7,4,16,11,26,45,8,5.63,3,7,4,7,6,14,16,31,5.63,4
00155388,29,65,0,S,2,16,H,F,4,0,B,0,,883,322,65,13596,1,39,35,32,0,0,F,2,0.286,12.5,0,0,2,0,15,7,16,25,2,12.5,5,15,10,15,5,12,15,20,12.5,0
00155468,101,69,0,C,2,27,H,F,2,0,P,0,3,1829,528,88,15228,0,33,31,22,1,1,S,2,0.182,15.5,0.273,15,4,3,18,28,67,124,10,12.4,12,17,5,17,6,13,18,105,12.4,8
00155628,41,,0,?,?, .,U,U,,0,N,0,,2165,527,73,25623,0,0,0,0,0,0,F,1,0.063,33.01,0.143,33.01,1,1,18,14,34,51.36,2,25.68,14.66,33.01,18.35,33.01,5,13,18,40,25.68,2
00155812,53,,0,C,2,28,U,M,,0,N,0,3,893,248,43,12640,1,41,26,48,0,0,A,1,0.053,25,0,0,1,0,26,13,34,65,3,21.67,5,25,20,25,5,11,26,52,21.67,1
00155943,29,75,0,C,2,27,H,M,3,0,B,0,,1309,409,83,12004,3,35,46,10,0,0,N,3,0.25,12,0.2,10,3,1,15,9,20,36,3,12,4,14,10,14,5,11,15,25,12,1
00155967,125,77,0,C,2,27,U,F,2,0,B,5,5,2521,412,64,13961,3,35,46,10,1,1,S,3,0.333,6,0.6,6,6,6,21,32,76,200,36,5.56,4,7,3,6,5,11,21,122,5.56,23
00156055,29,35,0,T,2,36,H,M,4,0,M,1,,1742,469,82,18318,1,32,36,37,1,0,A,4,0.417,4.2,0.667,4,5,4,15,10,24,31,7,4.43,3,6,3,5,6,13,15,29,4.43,4
00156077,89,41,0,T,2,36,H,F,4,0,P,0,1,1180,232,70,7582,2,32,24,27,0,0,A,2,0.19,11.75,0.273,12.33,4,3,19,23,58,116,12,9.67,15,20,5,10,6,13,19,80,9.67,6
00156152,77,72,0,T,2,37,H,F,5,1,M,23,3,1115,313,66,16625,0,46,19,57,1,1,S,2,0.095,16.5,0.091,17,2,1,17,24,62,183,16,11.44,12,17,5,17,6,14,17,77,11.44,6
00156175,65,,0,T,2,37,U,M,,0,N,0,1,979,218,85,15099,1,51,13,69,0,0,A,1,0.118,15,0.143,15,2,1,24,16,37,52,4,13,5,15,10,15,5,10,24,57,13,3
00156335,77,76,0,S,1,13,U,F,,0,N,0,9,3064,658,86,32704,0,40,37,41,1,0,A,1,0.1,25,0.182,25,2,2,24,25,61,182,11,16.55,15,25,10,25,6,13,24,75,16.55,6
00156457,41,44,0,U,2,04,U,F,,0,N,0,1,0,0,0,0,0,5,62,0,0,0,A,1,0.059,25,0.143,25,1,1,16,13,35,45,3,15,20,25,5,25,6,14,16,45,15,2
00156488,137,,0,U,2,06,U,F,,1,N,0,5,2446,481,57,19909,0,34,20,23,1,1,S,2,0.105,27.5,0.222,27.5,2,2,17,30,73,158,16,9.88,27,30,3,30,6,13,17,128,9.88,12
00156602,29,,0,S,2,17,U,M,,1,N,0,,1191,364,17,22456,0,17,30,0,0,0,A,1,0.154,21,0.167,20,2,1,18,10,23,42,2,21,2,22,20,22,5,11,18,30,21,1
00156685,17,71,0,?,?, .,H,F,4,0,P,0,,5227,980,98,39746,0,0,0,0,0,0,F,1,0.143,25,0.333,25,1,1,19,6,16,25,1,25,0,25,25,25,4,10,19,19,25,1
00156734,65,,0,U,2,06,U,F,,0,N,0,,1905,457,84,12597,0,40,35,32,0,0,A,3,0.2,10.5,0.111,10,4,1,19,17,42,61,7,8.71,7,12,5,12,6,12,19,57,8.71,2
00156785,17,77,0,U,2,06,H,M,4,0,P,0,,1914,435,55,10827,0,14,27,32,0,0,F,2,0.286,12.5,0,0,2,0,15,7,17,25,2,12.5,5,15,10,15,5,12,15,20,12.5,0
00156881,29,47,0,U,1,02,H,F,6,1,B,9,,1174,688,85,25188,0,37,24,7,0,0,A,2,0.211,13,0.222,11.5,4,2,19,13,30,52,4,13,7,17,10,17,6,13,19,33,13,2
00156929,137,,0,U,2,07,U,U,2,0,P,0,4,2688,306,65,24944,0,45,8,56,1,3,A,1,0.167,12,0.125,12,3,1,23,28,67,121,14,8.64,7,12,5,12,5,12,23,123,8.64,8
00157182,137,,0,S,1,15,U,U,,0,N,0,,3261,364,71,19895,5,26,22,26,1,3,A,1,0.1,10.5,0.2,10.5,2,2,23,29,72,146,15,9.73,11,15,4,10,6,14,23,122,9.73,9
00157185,137,,0,C,1,23,U,F,3,0,M,0,,1878,523,88,16084,0,0,0,0,1,1,S,3,0.2,6.67,0.333,7.5,3,2,16,27,74,156.07,23,6.79,14.93,15,0.07,8,5,15,16,129,6.79,11
00157245,29,26,0,S,1,14,U,M,,0,N,0,,5546,794,90,32560,0,25,28,41,0,0,N,1,0.091,100,0.2,100,1,1,24,9,22,100,1,100,0,100,100,100,6,11,24,24,100,1
00157300,41,79,0,S,1,13,U,F,,0,N,0,9,5767,602,48,52507,0,40,24,42,0,0,A,3,0.211,14.25,0.333,12.33,4,3,17,15,39,73,6,12.17,15,20,5,15,6,14,17,44,12.17,3
00157481,41,45,0,S,1,11,U,U,,0,N,0,,2439,521,47,21808,0,16,37,20,0,0,A,1,0.182,16.75,0.273,16.33,4,3,25,16,35,102,6,17,5,20,15,19,6,11,25,41,17,4
00157510,137,67,0,S,1,12,U,M,,1,N,0,8,2406,575,89,17891,0,29,21,20,1,3,A,1,0.118,14,0.143,13,2,1,18,28,71,191,20,9.55,14,15,1,15,4,11,18,122,9.55,11
00157574,137,82,0,C,1,24,H,F,6,0,B,17,8,2773,609,83,27011,0,38,27,40,0,0,A,2,0.182,14.5,0.182,15,4,2,24,34,78,231,21,11,20,25,5,16,6,12,24,131,11,9
00157843,41,,0,S,1,11,U,F,,1,N,0,,2383,462,73,18601,0,19,34,39,1,1,S,2,0.263,11.4,0.4,11.75,5,4,24,16,36,87,7,12.43,20,25,5,25,7,14,18,41,12.43,5
00158307,41,,0,S,1,13,U,F,,0,N,0,,4750,388,60,20761,0,0,0,0,0,0,A,3,0.176,7.33,0.286,8.5,3,2,16,12,31,25,4,6.25,7,10,3,10,6,14,16,41,6.25,3
00158313,77,,0,S,1,13,U,M,,0,N,0,0,4750,388,60,20761,0,0,0,0,1,1,S,2,0.25,20,0.364,20,5,4,23,24,62,261,19,13.74,15,20,5,20,6,13,23,68,13.74,9
00158724,29,41,0,C,1,24,U,F,3,0,P,0,,2466,501,71,19398,1,39,40,23,0,0,N,1,0.1,15,0.25,15,1,1,24,6,15,15,1,15,0,15,15,15,3,7,24,24,15,1
00158740,41,38,0,C,2,26,U,M,3,1,P,0,,2182,301,51,15428,1,36,40,24,0,0,A,2,0.136,40,0.182,42.5,3,2,15,14,32,145,4,36.25,20,45,25,45,4,8,15,43,36.25,2
00158833,89,,0,C,2,25,U,F,,0,N,0,3,3013,520,80,19693,0,30,23,30,1,1,S,4,0.8,5,0.818,4.89,16,9,15,26,66,194,46,4.22,4,7,3,6,5,13,15,86,4.22,22
00158970,89,60,0,U,2,06,U,M,2,1,B,2,5,1860,396,56,10812,0,31,51,19,0,0,A,1,0.1,13,0.222,13,2,2,22,21,50,67,7,9.57,12,15,3,15,6,12,22,79,9.57,3
00159079,17,37,0,S,1,12,H,F,6,0,P,0,,2046,499,84,20816,0,24,32,10,0,0,F,1,0.2,25,0.5,25,1,1,16,6,14,25,1,25,0,25,25,25,5,12,16,16,25,1
00159140,17,,0,C,1,22,H,F,5,0,M,0,,867,399,44,16933,21,33,32,10,0,0,N,1,0.143,20,0.333,20,1,1,21,5,14,20,1,20,0,20,20,20,3,9,21,21,20,1
00159162,53,48,0,C,2,27,H,M,7,1,B,3,7,1981,548,84,13212,0,38,31,14,0,0,A,2,0.133,17.5,0.167,20,2,1,19,14,34,45,3,15,10,20,10,20,6,12,19,52,15,2
00159171,77,64,0,C,2,27,H,F,5,1,B,27,6,1968,416,87,16541,0,27,19,36,1,0,A,1,0.133,14,0.167,15,2,1,21,16,45,47,5,9.4,10,15,5,15,4,10,21,68,9.4,3
00159208,77,53,0,T,1,34,H,F,6,0,P,0,8,5000,424,69,29781,0,27,18,36,1,0,A,3,0.227,50,0.091,50,5,1,18,24,62,494,14,35.29,35,50,15,50,6,13,18,69,35.29,4
00159242,29,,0,S,1,13,H,U,7,0,B,1,,4638,529,83,30298,0,28,25,59,1,0,A,4,0.231,9.67,0.286,9.5,3,2,21,11,26,42,5,8.4,7,10,3,9,6,12,21,28,8.4,2
00159394,137,,0,S,1,13,H,U,6,0,M,2,8,3487,586,88,23993,0,43,18,42,1,1,S,3,0.158,10,0,0,3,0,19,29,68,121,13,9.31,10,15,5,10,6,13,19,104,9.31,5
00159701,41,46,0,T,3,41,H,M,5,0,B,1,,648,271,81,8696,0,23,32,25,0,0,A,2,0.188,16.67,0.286,15,3,2,15,11,25,50,3,16.67,10,20,10,20,5,11,15,35,16.67,2
00159754,113,67,0,C,2,27,H,F,2,1,B,9,5,925,339,82,15600,0,35,19,26,1,1,S,2,0.167,12,0.125,13,3,1,16,24,62,153,9,17,30,35,5,13,6,13,16,104,17,6
00159777,29,63,0,R,3,52,U,F,3,0,P,0,,852,298,71,12901,0,20,27,36,0,0,A,1,0.143,22.5,0.143,25,2,1,21,11,25,45,2,22.5,5,25,20,25,6,13,21,28,22.5,1
00159910,41,54,0,S,2,18,H,F,1,0,M,6,,870,375,66,12566,0,34,44,20,0,0,A,1,0.1,20,0.111,30,2,1,18,14,33,50,3,16.67,20,30,10,30,6,13,18,39,16.67,1
00159961,29,,0,S,2,16,H,M,2,1,M,1,,1450,377,40,18943,2,39,29,19,0,0,A,1,0.158,15.67,0.111,15,3,1,18,13,28,47,3,15.67,2,17,15,15,6,12,18,32,15.67,1
00160096,137,,0,S,2,18,H,F,2,1,B,2,7,579,307,62,10675,0,29,42,26,1,0,A,2,0.105,17,0.111,16,2,1,19,30,74,195,14,13.93,8,18,10,18,6,12,19,120,13.93,8
00160204,101,,0,T,1,35,H,M,5,1,B,12,6,2676,440,85,17588,0,43,27,46,1,1,S,2,0.15,22.67,0.2,25,3,2,15,26,63,175,14,12.5,22,25,3,25,4,8,15,103,12.5,11
00160209,29,,0,C,2,28,U,F,,0,N,0,,2589,424,77,18735,1,32,27,48,0,0,A,2,0.167,14,0.25,15,3,2,24,12,27,42,3,14,10,20,10,20,6,11,24,32,14,2
00160335,137,69,0,C,2,25,U,U,,0,N,0,,1033,208,6,9918,7,39,29,20,1,1,S,3,0.278,6.2,0.286,5.5,5,2,15,26,66,93,12,7.75,10,15,5,8,5,12,15,119,7.75,7
00160433,113,,0,T,2,36,U,F,,0,N,0,2,1135,265,71,11259,2,40,22,46,1,1,S,2,0.154,14,0,0,2,0,18,13,40,103,13,7.92,10,15,5,15,4,8,18,113,7.92,6
00160472,113,58,0,R,1,42,H,F,5,0,P,0,4,2243,360,75,15520,0,37,42,29,1,0,A,1,0.095,24.5,0.1,25,2,1,21,29,70,202,13,15.54,20,25,5,25,6,13,21,113,15.54,6
00160716,125,,0,C,2,25,U,F,,0,N,0,0,317,231,2,17155,0,15,56,20,1,1,S,4,0.421,5.63,0.455,5.8,8,5,17,30,73,127.03,26,4.89,5,7,2,5,6,14,17,121,4.89,14
00160748,89,,0,T,3,41,U,F,,0,N,0,3,1500,258,87,15518,0,32,14,29,1,1,S,4,0.4,18.5,0.545,19.17,8,6,19,25,64,294,25,11.76,20,25,5,18,6,14,19,81,11.76,16
00160803,29,37,0,T,2,39,H,F,5,0,P,0,,1327,319,87,9789,2,28,41,18,1,0,A,2,0.214,16.67,0.429,16.67,3,3,16,11,25,50,3,16.67,10,20,10,20,6,13,16,29,16.67,3
00160875,17,65,0,C,2,27,H,M,5,0,B,0,,1835,513,85,19663,0,39,39,21,0,0,F,1,0.2,20,0.5,20,1,1,17,5,13,20,1,20,0,20,20,20,4,10,17,17,20,1
00160894,77,36,0,C,1,24,H,M,7,0,B,0,9,2587,820,98,44423,1,43,46,18,1,1,S,4,0.333,18.14,0.545,18.17,7,6,21,23,58,229,18,12.72,21,24,3,19,6,13,21,68,12.72,10
00160911,17,40,0,T,2,40,H,M,5,0,B,1,,1513,508,92,15020,0,29,52,13,0,0,F,1,0.2,25,0.5,25,1,1,17,6,14,25,1,25,0,25,25,25,5,11,17,17,25,1
00161073,53,44,0,S,2,16,H,M,2,1,B,8,2,763,274,85,10693,2,36,39,34,1,1,S,2,0.143,15,0.1,15,3,1,23,18,44,70,6,11.67,10,15,5,15,6,12,23,52,11.67,4
00161093,137,75,0,S,1,12,H,M,2,1,B,1,6,1062,503,94,15888,2,23,58,17,1,0,A,2,0.176,18.67,0.111,20,3,1,19,20,49,238,13,18.31,15,25,10,21,4,8,19,123,18.31,6
00161097,29,57,0,S,2,17,H,F,4,1,B,5,,797,278,21,10424,0,32,59,18,0,0,N,1,0.1,25,0.25,25,1,1,24,7,17,25,1,25,0,25,25,25,4,9,24,24,25,1
00161129,137,75,0,R,2,46,H,F,6,0,P,0,2,1091,330,80,14093,0,41,24,41,1,0,A,1,0.125,12,0.143,10,2,1,18,30,75,251,21,11.95,24,25,1,14,5,12,18,126,11.95,14
00161142,29,57,0,R,3,53,H,M,2,1,B,1,,757,228,73,11561,0,21,18,38,0,0,N,1,0.143,17.5,0.143,15,2,1,19,10,21,35,2,17.5,5,20,15,20,5,11,19,27,17.5,1
00161249,41,70,0,R,2,46,U,M,,0,N,0,,1375,263,85,13584,0,42,22,55,0,0,A,1,0.111,14.5,0.125,12,2,1,25,12,30,39,3,13,7,17,10,17,4,10,25,42,13,2
00161372,65,76,0,U,3,08,H,F,2,1,B,33,2,673,254,45,11617,0,48,22,45,0,0,A,1,0.154,13.5,0,0,2,0,20,15,37,47,5,9.4,15,20,5,20,6,11,20,61,9.4,1
00161466,53,56,0,S,1,12,H,F,7,0,B,6,7,1193,554,92,16913,0,43,43,29,1,0,A,1,0,0,0,0,0,0,,20,44,95,6,15.83,15,25,10,25,6,13,18,50,15.83,3
00161519,137,,0,U,4,10,U,F,,0,N,0,0,1091,330,80,14093,0,17,35,28,1,1,S,3,0.538,3.57,0.5,3,7,4,18,25,55,73,22,3.32,2,5,3,5,5,10,18,116,3.32,13
00161559,29,39,0,C,3,30,H,F,2,0,P,0,,618,219,55,6243,1,16,60,25,0,0,N,1,0.167,25,0.333,25,1,1,22,6,15,25,1,25,0,25,25,25,4,10,22,22,25,1
00161589,119,,0,S,1,13,H,F,4,0,P,0,,1179,492,95,21687,0,47,25,33,0,0,A,1,0.143,35,0.143,30,2,1,17,11,25,70,2,35,10,40,30,40,6,14,17,30,35,1
00161593,29,43,0,S,3,21,H,M,4,0,P,0,,690,230,49,10171,1,32,36,35,0,0,A,1,0.077,15,0,0,1,0,18,8,21,25,2,12.5,5,15,10,15,4,10,18,31,12.5,0
00161693,41,61,0,C,2,27,H,F,4,0,P,0,,1528,327,45,13190,5,26,39,16,0,0,A,1,0.111,12.5,0,0,2,0,19,13,34,33,4,8.25,17,20,3,20,6,12,19,44,8.25,1
00161916,29,,0,C,2,27,U,F,,1,N,0,,1622,300,36,10153,17,34,49,15,1,0,A,2,0.2,23.33,0.286,22.5,3,2,19,11,27,70,3,23.33,5,25,20,25,6,14,19,31,23.33,2
00162094,17,,0,U,1,01,U,M,,0,N,0,,2979,575,76,15335,0,16,53,22,0,0,F,1,0.2,20,0,0,1,0,19,5,14,20,1,20,0,20,20,20,4,12,19,19,20,0
00162146,101,71,0,U,1,01,U,F,2,1,B,9,,2979,305,3,13879,0,17,42,15,1,0,A,1,0.118,12,0.143,9,2,1,19,22,59,60,8,7.5,10,15,5,15,4,11,19,105,7.5,6
